ID.	Age	Sex	p1	p2	p3	p4	p5	p6	p7	p8	p9	p10	p11	p12	p13	p14	p15	p16	p17	p18	p19	p20	p21	p22	p23	p24	p25	p26	p27	p28	p29	p30	p31	p32	p33	p34	p35	p36	p37	p38	p39	p40	h1	h2	h3	h4	h5	h6	h7	h8	h9	h10	h11	h12	h13	h14	h15	h16	h17	h18	h19	h20	h21	h22	h23	h24	h25	h26	h27	h28	h29	h30	h31	h32	h33	h34	h35	h36	h37	h38	h39	h40	h41	h42	eA1	eA2	eA3	eA4	eBafallx	eBafallhrs	eBaspringx	eBaspringhrs	eBbfallx	eBbfallhrs	eBbspringx	eBbspringhrs	eBcfallx	eBcfallhrs	eBcspringx	eBcsrpinghrs	eqF
178	19	1	3	3	4	2	5	3	5	4	4	5	5	5	4	2	5	5	4	3	5	3	4	4	5	5	3	2	3	3	3	5	5	5	4	5	5	5	3	5	1	5	5	5	5	5	4	2	2	4	1	3	4	2	4	4	5	1	5	3	4	5	5	5	1	4	3	5	4	2	4	2	4	4	2	3	3	3	5	5	5	4	3	5	1	1	1	1	4	3	4	3	3	3	3	3	4	2	4	2	37.2
179	20	2	3	3	4	3	4	4	4	4	3	3	2	4	4	5	3	4	4	4	4	4	3	3	3	3	4	4	4	4	4	5	3	4	4	3	4	4	3	3	4	5	5	5	4	3	5	2	1	5	1	4	5	2	5	5	5	1	5	4	5	4	4	5	1	5	3	4	5	1	5	2	5	5	1	4	1	1	5	4	4	4	2	3	1	1	1	1	6	12	7	14	1	2	2	4	1	2	1	2	33.8
180	22	2	4	4	4	4	5	3	4	4	4	4	4	4	4	3	4	4	4	4	5	4	3	3	3	4	4	2	5	3	4	5	2	4	5	4	4	5	5	3	4	5	5	2	4	4	4	1	1	4	2	3	4	5	5	5	4	3	4	4	4	4	4	4	1	5	3	5	5	3	3	2	4	4	5	2	2	2	5	4	5	3	3	3	1	1	1	1	3	4	2	4	0	0	0	0	0	0	4	17	33.8
181	24	2	4	4	5	5	2	3	4	4	4	2	2	3	5	5	3	3	4	5	4	4	1	4	3	3	4	4	4	4	4	3	3	4	4	3	3	4	3	2	4	3	5	5	4	5	5	5	1	3	1	2	4	4	5	5	5	2	5	5	5	5	5	5	2	5	5	5	5	3	5	2	5	5	4	5	4	1	5	5	5	5	5	5	1	1	1	1	4.5	6.5	5	6.5	7	7	7	7	7	3	7	3	32
182	19	1	4	2	2	1	5	2	4	5	3	2	2	3	2	3	3	5	3	3	4	3	4	3	2	3	4	3	3	4	3	4	2	2	5	3	3	4	4	3	2	5	5	5	3	2	5	1	1	5	1	4	4	1	5	4	2	1	5	5	5	4	3	5	1	4	4	4	4	1	4	2	5	5	1	2	1	1	5	3	5	5	1	4	1	1	1	1	4	3	2	3	2	3	3	4	1	2	3	5	28
183	19	1	3	4	4	3	4	4	5	4	4	3	4	4	4	4	3	4	3	4	4	4	2	3	3	3	4	4	4	4	3	5	3	4	4	3	4	5	3	3	3	4	5	2	3	4	5	2	2	1	4	3	3	2	5	4	4	1	5	4	3	4	5	5	2	4	2	3	3	2	3	2	5	2	2	3	3	4	5	3	5	3	3	2	1	1	1	1	3	3	3	3	3	3	3	3	1	1	1	1	36.6
184	19	1	2	3	3	4	3	2	5	4	4	5	2	5	5	2	4	4	4	5	4	4	3	3	4	3	3	2	4	4	3	4	3	5	4	5	4	4	4	3	3	5	4	5	4	4	5	3	1	4	2	4	4	1	5	5	5	2	5	5	5	5	4	4	1	5	4	4	4	3	3	3	5	5	4	4	3	2	4	4	4	4	3	3	1	1	1	1	5	10	3	6	2	2	5	5	3	3	5	5	33.6
185	21	1	4	3	4	2	5	4	5	5	5	5	3	4	2	4	4	5	4	4	4	4	1	3	4	3	4	5	5	5	4	4	5	5	5	5	5	5	4	3	5	5	5	5	4	3	5	3	5	2	2	3	4	2	5	5	5	2	5	4	4	5	4	4	2	5	5	5	3	1	5	2	4	4	2	3	3	4	5	3	5	5	3	5	1	1	1	1	4	12	6	24	4	5	7	15	4	8	7	12	35.8
186	20	2	4	4	2	2	5	2	4	4	1	1	3	2	3	5	3	5	4	4	4	4	3	3	3	2	4	5	5	5	4	5	4	2	5	1	5	5	5	3	3	5	5	5	4	5	5	4	4	5	2	4	3	1	5	5	5	3	5	4	5	5	5	5	2	4	5	4	5	2	4	3	5	5	4	3	4	1	3	5	5	4	4	4	1	1	1	1	6	9	7	10	3	3	10	10	7	3	10	7	31
187	19	1	4	5	4	5	5	5	5	4	4	4	4	3	4	4	3	5	4	5	5	5	2	3	4	2	5	5	5	5	5	4	4	5	5	3	5	5	5	4	3	5	5	5	5	5	5	4	1	5	1	2	3	1	5	5	5	3	5	5	5	5	5	5	2	5	2	5	5	4	5	5	5	5	4	5	2	1	5	5	4	5	1	5	1	1	1	1	7	7	8	10	10	5	15	15	3	4	5	5	40.4
188	21	2	2	5	5	5	5	3	5	5	5	3	5	5	5	4	5	5	5	5	5	5	4	3	5	1	5	4	5	5	2	5	3	5	5	2	5	5	1	4	4	5	5	5	5	1	3	5	1	5	1	1	5	5	5	5	3	1	5	4	5	5	3	5	1	5	3	5	4	4	3	4	5	5	5	3	5	5	5	5	5	5	5	5	2	1	1	1	2.5	6	2.5	6	7	9	7	9	10	12	10	12	40.4
189	19	1	2	2	3	2	5	5	4	5	3	3	5	3	4	3	3	4	3	2	4	4	2	4	3	3	3	3	4	3	4	4	4	3	5	3	3	5	4	3	3	5	5	5	5	5	5	2	2	5	2	4	4	2	5	5	5	2	5	4	5	5	5	5	1	5	2	5	5	5	5	5	5	5	2	5	2	1	5	5	4	5	2	5	1	1	1	1	4	3.5	5	5	2	2	4	4	2	1	5.5	3	35
190	21	2	2	4	2	3	4	2	4	3	3	3	2	4	3	4	3	5	4	4	4	4	2	3	4	3	4	4	4	4	3	4	3	2	4	3	4	4	4	3	4	5	4	2	4	4	4	2	2	5	1	3	2	4	5	4	3	1	5	4	5	4	3	4	1	3	2	4	4	2	4	1	4	4	2	3	1	4	4	1	2	1	2	1	1	1	1	1	4.5	8	4.5	8	1.5	2	1.5	2	4	5	3	1	32.6
191	20	1	4	4	1	2	5	4	4	5	4	3	4	5	3	4	3	4	2	4	5	4	4	4	4	4	5	3	5	4	4	5	5	4	4	4	4	5	4	3	4	5	4	5	4	4	3	4	1	3	3	3	2	2	4	5	4	3	5	3	3	3	4	4	3	2	4	4	3	3	2	3	4	4	3	3	4	2	3	4	4	4	3	4	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	37
192	21	1	5	3	4	2	3	5	4	5	5	4	3	3	4	2	3	2	3	3	3	3	4	4	3	3	4	2	3	2	4	4	3	4	2	4	3	4	4	4	3	5	5	4	3	5	4	2	1	3	2	5	3	2	4	4	4	3	4	4	4	4	4	4	3	4	4	4	4	2	3	2	4	4	2	4	3	2	3	4	4	4	3	4	1	1	1	1	3	6	3	6	3	6	3	6	4	8	4	8	34.8
193	22	2	4	4	4	3	4	4	4	5	4	3	5	5	3	4	5	5	5	4	5	4	3	4	4	4	4	4	4	5	5	5	5	5	4	2	5	4	5	4	4	5	5	5	5	5	5	3	1	2	1	3	5	1	5	4	5	1	5	4	4	5	4	5	2	5	4	5	4	1	5	2	5	4	2	4	3	1	5	5	5	4	2	4	1	1	1	1	5	7	12	12	5	5	5	5	4	3	5	5	37
194	NA	NA	3	5	5	4	3	3	4	3	5	4	3	4	5	3	3	4	3	3	4	4	3	3	3	3	3	4	2	3	3	3	5	5	3	5	3	4	4	2	3	4	3	4	2	5	4	5	3	4	2	2	4	4	5	3	4	2	3	2	3	5	5	4	4	5	4	3	3	3	5	2	5	5	4	4	3	2	4	4	3	4	4	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31.8
195	20	1	3	4	3	3	5	3	4	4	3	1	3	2	4	5	4	5	5	4	4	4	3	3	3	3	4	5	4	4	3	3	3	3	4	2	5	4	3	3	3	4	5	5	4	3	5	1	1	5	1	3	3	2	5	4	3	2	5	4	4	4	4	5	1	4	2	3	4	3	5	3	5	5	4	3	2	1	5	4	4	4	2	4	1	1	1	1	6	10	6	10	6	10	6	10	3	3	3	3	34.4
196	19	1	4	3	3	3	2	3	5	3	5	3	2	3	4	5	4	4	4	4	4	4	3	3	4	4	3	4	3	4	3	2	3	3	2	4	3	3	3	3	3	4	5	5	5	5	5	4	1	5	1	3	5	2	5	5	5	1	5	5	5	5	5	5	2	5	2	5	5	1	4	2	5	5	2	2	2	2	4	4	5	4	2	4	1	1	1	1	6	10	6	10	5	9	5	9	3	4	3	6	31.4
197	21	1	4	1	3	3	5	4	4	4	4	5	5	5	3	3	4	5	4	4	3	4	4	4	4	3	3	3	5	5	4	4	4	4	3	3	4	4	4	2	3	5	5	4	5	5	5	1	1	3	1	1	5	1	5	5	5	3	5	4	5	5	5	5	2	5	5	5	5	1	4	3	5	5	1	5	1	1	5	5	5	5	1	5	1	1	1	1	3	NA	6	NA	7	NA	7	NA	7	NA	7	NA	36.6
198	19	2	4	3	4	2	3	4	4	4	4	4	5	4	3	3	5	5	3	3	3	3	4	2	4	3	3	4	4	4	4	5	5	5	3	5	5	3	3	5	2	4	4	4	2	2	5	2	1	1	1	3	4	1	4	2	2	1	4	5	2	4	3	3	1	2	2	4	3	2	2	3	4	3	2	3	1	1	3	3	4	3	2	4	1	1	1	1	5	15	5	15	2	2	2	2	5	10	6	15	31.8
199	24	1	3	3	4	2	4	2	5	4	5	4	4	5	3	3	5	4	3	3	4	3	1	4	3	5	4	3	5	4	4	4	3	4	4	5	4	4	4	3	2	4	5	4	3	5	5	2	2	4	2	3	4	4	5	5	5	3	4	4	5	4	3	5	2	5	1	4	5	3	5	1	5	5	4	3	2	1	3	3	4	3	4	4	1	1	1	1	2	3	4	5	1	1	2	2	1	1	4	4	37.5714285714286
200	19	2	5	3	4	3	3	4	5	4	5	5	4	5	4	3	3	2	4	2	3	4	3	3	5	5	4	3	5	3	3	3	3	5	4	5	4	4	4	5	4	4	5	5	3	2	5	1	1	2	1	3	4	1	5	5	5	1	5	5	4	5	4	5	1	5	5	5	4	1	4	2	5	2	1	2	1	2	NA	2	3	4	2	4	1	1	1	1	4	5	6	15	1.5	2.5	3	7	3	8	6	30	36.1333333333333
201	25	2	3	4	4	5	4	3	3	3	3	3	4	4	5	2	NA	2	3	4	3	4	4	3	4	4	2	2	4	3	4	3	4	4	4	4	2	4	3	3	2	4	3	5	4	5	5	2	1	3	2	1	4	4	4	4	4	3	4	3	3	3	5	5	2	4	4	4	4	3	2	4	4	2	2	2	3	2	4	4	4	5	2	5	1	1	1	1	4	4	5.5	5.5	1	1	6.5	6.5	5	5	10	10	32.2
202	19	1	5	4	4	3	4	4	4	4	4	3	3	4	4	1	4	3	4	4	4	4	4	4	3	4	4	2	5	5	5	4	4	3	4	5	4	4	5	4	4	5	5	4	5	5	5	1	1	3	1	5	5	5	5	5	5	1	5	5	4	5	3	5	1	5	3	5	5	1	4	3	5	5	1	3	1	1	5	4	5	3	1	4	1	1	1	1	3	6	3	6	3	6	3	6	3	6	3	6	35.2
203	19	2	5	4	4	3	4	4	4	4	4	3	4	4	4	4	3	4	4	4	4	4	3	2	4	4	4	4	4	4	3	4	4	4	4	3	4	4	4	4	3	4	5	5	5	5	5	1	1	5	1	5	5	1	5	5	5	1	5	4	5	5	5	5	1	5	5	5	5	1	5	2	4	5	2	5	2	1	5	5	5	5	1	5	1	1	1	1	5	10	5	10	2	4	2	4	1	1	3.5	8	36.2
204	19	1	2	4	4	1	4	4	4	4	4	2	4	4	4	5	3	4	4	3	4	4	3	2	3	2	4	4	4	4	2	4	3	4	4	2	4	4	2	3	4	5	5	4	4	4	5	4	4	5	1	2	4	2	5	5	3	4	5	3	4	5	3	5	3	4	3	5	4	2	4	1	5	5	4	3	3	4	5	5	5	4	4	3	1	1	1	1	1	2	1	2	2	2	2	2	1	1	1	1	33.6
205	20	1	3	3	4	3	5	4	4	5	5	3	5	5	5	4	3	5	4	2	4	4	4	3	4	5	4	4	4	5	3	4	3	5	5	3	4	5	3	3	2	5	5	4	4	4	3	3	2	4	1	4	5	5	5	4	3	1	4	2	3	4	3	4	3	3	2	4	3	2	4	3	2	3	4	2	4	2	4	4	5	2	4	3	1	1	1	1	2	4	2	2	1	2	5	7	3	2	4	4	40.2
206	19	1	2	3	5	2	5	3	4	4	4	2	4	4	5	4	2	5	4	4	4	4	2	1	3	2	4	4	4	5	2	5	3	5	5	2	5	5	3	4	4	4	4	5	5	4	5	3	2	3	2	2	3	2	4	4	4	2	4	3	4	4	3	3	3	3	2	3	4	3	4	3	4	3	4	3	3	2	4	5	3	4	4	4	1	1	1	1	4	6.5	2	4.5	2	3	3	4.5	1	2	1	2	34.2
207	33	2	4	3	3	3	4	4	2	4	4	4	3	4	4	3	3	4	4	4	3	3	4	3	3	4	4	4	3	3	3	4	3	4	4	5	4	4	4	3	3	4	5	5	4	5	3	4	3	5	2	4	3	3	5	5	5	3	5	3	5	5	5	5	3	4	5	5	5	3	4	5	5	5	5	5	5	3	4	5	3	4	4	5	2	2	1	1	2	0.6	5	2	2	0.6	5	1.3	5	1.3	5	1.3	32.6
208	29	1	3	3	4	2	4	4	3	5	4	2	5	3	4	4	3	4	4	2	4	4	3	3	3	3	4	4	4	3	3	5	3	3	5	2	4	4	3	3	3	4	4	4	3	4	3	4	4	4	2	3	3	4	5	3	3	2	3	3	3	4	3	4	3	3	2	3	3	2	3	3	4	3	2	2	3	2	3	2	4	3	3	4	1	2	1	1	3	3	5	4	0	0	4	1.3	0	0	4	1.3	33.4
209	21	1	4	3	3	3	5	3	3	4	2	2	5	4	3	4	3	4	4	4	4	4	3	3	3	2	4	3	4	4	3	4	3	4	4	1	4	4	3	3	4	4	5	4	4	4	3	4	4	4	3	3	3	4	5	4	5	2	4	3	4	5	5	4	4	4	3	5	4	2	4	2	5	4	5	4	4	4	4	3	3	4	5	4	2	2	2	1	1.5	1.5	4.5	5	1.5	1.5	3.5	3	4.5	3	4.5	3	35.6
210	23	1	4	3	5	2	2	3	3	4	4	3	3	4	5	4	4	3	4	4	4	3	3	3	3	4	4	3	3	3	3	4	3	4	4	3	4	4	3	3	3	3	5	4	4	4	4	4	2	4	3	4	3	4	4	5	5	4	4	3	4	4	5	4	4	4	4	4	4	4	4	3	4	5	5	5	4	3	4	3	4	4	4	4	1	1	1	1	3	1.5	4	2	2	2	4	3	5	5	6	6	34
211	24	1	4	4	4	5	5	4	4	5	5	3	5	5	4	4	3	5	4	4	5	5	3	3	4	3	4	5	5	5	4	5	5	5	5	4	5	5	4	4	3	5	5	5	5	3	4	5	1	4	1	2	5	4	5	5	3	1	5	3	5	5	4	5	2	4	4	5	5	2	5	1	4	3	2	2	2	1	4	3	4	3	1	5	1	2	2	1	0.5	2	5	10	0.5	2	1	2	0.5	2	2	5	39.2
212	23	1	4	3	4	3	5	4	4	4	5	4	4	5	4	5	3	5	4	2	4	4	3	2	3	4	NA	5	5	5	2	4	5	5	4	4	4	4	2	4	3	5	5	5	5	4	3	2	1	5	4	3	3	4	5	5	5	4	5	3	4	5	5	4	5	4	5	5	5	5	5	4	5	5	4	5	4	1	3	2	3	5	4	4	2	1	1	1	3	1	0	0	2	2	2	2	0	0	2	2	36.4
213	24	2	4	5	5	4	5	4	4	5	5	5	3	5	4	4	5	5	5	3	4	4	5	3	3	5	5	5	5	5	3	5	5	5	5	5	5	5	4	5	3	5	5	4	3	4	5	5	2	5	2	3	1	3	4	4	4	4	5	5	4	4	4	4	4	4	3	4	4	5	5	2	4	4	5	4	5	3	4	2	5	3	5	4	1	1	1	1	3	5	8	6	3	3	6	6	1	1	2	2	41.2888888888889
214	22	1	4	3	5	2	5	4	4	4	4	4	5	4	5	4	5	5	4	2	5	3	3	4	3	3	3	4	3	5	5	5	5	5	1	4	4	4	5	3	3	5	5	4	3	2	3	3	3	4	2	4	2	3	5	5	4	2	5	3	4	5	4	4	3	4	3	4	5	2	4	2	3	4	4	3	4	3	5	3	4	3	4	4	1	1	1	1	2	3	5	8	4	8	7	14	6	12	10	20	35.3777777777778
215	20	1	3	2	5	3	5	5	5	5	5	4	5	5	5	5	3	5	4	3	5	5	4	3	4	5	5	5	5	5	3	5	4	5	5	4	4	5	5	5	3	5	5	5	5	3	5	4	1	4	4	4	3	1	5	3	3	3	4	4	3	5	3	5	3	5	3	4	3	5	4	3	3	3	5	3	5	3	5	3	5	3	5	3	1	1	1	1	4	4	8	8	4	4	8	8	4.5	4.5	10	10	36.4
216	21	1	5	3	5	3	5	5	5	5	5	5	5	5	5	5	4	5	4	3	5	5	4	5	3	5	4	5	5	5	5	5	4	5	5	4	5	4	5	5	2	5	5	3	5	4	5	3	1	4	1	4	5	4	5	4	4	1	5	4	5	5	5	4	2	5	3	5	5	3	4	3	5	3	3	4	2	1	5	3	5	4	2	4	1	1	1	1	4	4.5	6	7	3	4	7	10	4	4	4	4	41.4
217	27	1	3	4	5	4	5	5	5	5	5	5	4	5	5	4	5	4	4	4	5	4	2	3	4	5	4	5	5	5	3	5	3	5	5	4	5	5	3	5	4	5	5	5	5	5	5	1	1	5	1	2	5	1	5	5	5	1	5	5	5	5	5	5	1	5	5	5	5	1	5	2	5	5	1	5	1	1	5	4	5	5	1	5	1	1	1	1	5	2.5	5	2.5	5	5	5	5	3	1	3	1	41.2
218	28	1	3	3	3	3	5	2	5	5	5	5	4	5	4	3	5	4	4	5	5	5	2	3	3	5	4	4	4	5	2	5	1	3	5	5	5	5	2	3	1	5	5	4	3	5	3	4	5	5	1	4	1	3	4	4	5	3	5	1	5	5	5	5	4	5	5	5	5	4	5	5	5	5	4	5	2	5	3	1	4	5	5	5	2	1	1	1	5	4.5	3	4	5	3	5	2	3	1	0	0	34.6
219	26	1	5	5	5	2	2	4	4	4	5	3	2	5	5	5	2	5	5	4	4	5	3	3	4	4	5	5	5	5	5	4	5	5	5	3	5	5	3	4	4	5	5	4	5	5	3	5	2	5	3	3	2	1	5	5	5	1	5	3	5	5	5	5	5	3	5	5	5	5	5	2	5	5	4	4	4	2	5	3	1	1	1	5	1	1	1	1	2	2	3	3	4	4	6	6	4	2	7	6	37.2
220	21	1	4	5	2	3	5	2	5	5	5	5	3	3	4	4	3	3	4	4	4	4	4	3	4	4	4	4	5	4	4	4	2	5	5	4	4	4	4	2	2	5	5	5	5	3	5	1	1	1	1	2	4	1	5	5	5	2	5	5	5	5	5	5	1	5	4	4	5	1	5	3	5	5	1	5	1	1	4	3	5	4	1	5	1	1	1	1	6	24	6	24	2	2	5	6	6	2	8	5	35
221	26	1	2	3	3	3	5	4	2	4	4	4	5	5	3	5	4	5	5	4	5	5	3	2	3	4	5	5	5	5	4	5	4	5	5	5	5	5	3	3	3	4	2	4	2	4	2	2	1	4	4	2	2	2	4	3	5	4	3	2	2	1	5	4	4	3	5	3	5	4	2	3	4	2	4	4	4	2	4	5	2	4	4	5	2	2	2	1	0	0	3	4.5	0	0	3	4.5	1	2	0	0	35
222	25	2	3	3	4	4	4	4	4	5	3	4	5	4	3	3	4	4	5	4	3	3	2	3	2	3	5	3	4	3	4	5	4	4	4	4	5	5	4	4	4	4	5	4	4	4	5	3	2	3	2	3	4	2	4	4	4	2	4	5	3	4	4	4	2	4	4	4	4	2	4	3	4	4	2	4	2	2	5	3	4	4	2	4	1	1	1	1	3	6	4	8	2	2	4	4	1	1	3	12	32.6
223	21	2	4	4	4	3	5	4	5	4	5	2	4	5	5	5	2	5	5	5	5	5	2	1	5	4	5	5	5	5	5	3	3	5	5	1	5	5	5	5	4	5	5	3	4	5	4	1	5	5	1	3	4	1	3	5	5	1	4	3	5	5	4	3	2	5	2	5	5	1	4	5	4	5	3	5	2	5	5	5	5	3	4	5	1	1	1	1	3	1.5	6	6	0	0	7	14	3	0.75	5	1.3	40.6
224	27	1	4	2	5	3	4	4	4	5	5	4	5	5	4	4	3	5	4	3	4	4	3	2	3	4	4	4	5	5	4	5	4	5	2	3	3	4	4	3	3	4	4	3	4	5	3	4	3	4	2	4	4	3	4	4	4	2	4	3	4	5	4	4	3	4	2	4	4	3	3	2	4	3	4	4	3	2	3	2	4	2	3	3	2	1	1	2	2	3	4	6	7	7	7	21	7	7	7	30	37.8
225	21	1	4	3	4	2	4	5	5	5	5	5	5	5	4	3	3	2	4	3	4	4	1	4	3	3	3	4	4	5	4	5	4	4	4	4	4	4	4	4	2	5	5	4	4	3	5	2	2	3	2	4	4	4	5	5	5	1	5	4	2	2	3	5	2	4	4	5	5	1	5	2	5	4	5	4	2	1	3	3	5	5	5	3	1	1	1	1	3	3	4	5	5	5	7	14	1	1	2	1	35.8
226	23	1	2	3	4	4	5	3	4	4	3	2	5	4	4	4	2	4	4	4	4	5	3	3	1	1	4	4	5	5	4	5	2	4	4	2	4	4	5	4	3	5	4	5	4	5	3	5	5	5	3	4	2	5	4	5	5	3	5	3	4	3	5	5	4	5	5	3	5	4	3	4	4	5	5	5	5	5	3	5	2	5	5	4	1	1	1	1	3	1.5	10	30	10	2	20	15	20	5	5	1.5	30
227	22	1	5	3	4	3	5	5	5	5	5	5	4	5	5	5	5	5	5	3	5	4	1	3	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	1	5	5	3	3	5	1	5	5	5	1	5	5	3	3	1	5	4	5	1	5	3	3	5	5	5	5	5	5	3	1	5	5	5	5	3	5	1	1	1	1	6	9	4	6	4	4	6	6	7	14	11	17	41.2
228	21	1	4	4	4	4	5	3	5	4	5	4	5	4	4	4	3	3	4	4	5	4	4	4	3	4	3	4	4	3	4	5	4	4	4	4	4	5	4	3	3	5	5	5	3	4	3	4	1	4	3	2	4	1	4	4	5	2	5	4	4	5	5	4	4	5	5	4	5	4	4	4	4	4	4	5	3	1	4	4	4	4	4	4	1	1	1	1	2	2	3	2	4	1	7	5	4	4	10	10	32.2
229	41	2	4	5	5	3	4	3	4	4	3	2	4	3	5	5	3	4	5	2	4	3	4	4	2	2	5	5	5	5	4	4	5	5	5	2	4	4	4	4	5	3	5	5	5	5	5	1	1	5	1	4	3	1	5	5	5	2	5	5	5	5	5	5	1	5	5	5	5	1	5	4	5	5	1	4	1	1	5	5	5	5	1	5	1	1	1	1	6	10	6	10	4	10	4	10	3	4	3	4	36.8
230	26	1	2	3	4	3	4	4	3	4	3	2	3	2	4	4	2	4	3	4	4	4	2	3	3	2	4	4	4	4	3	4	2	4	4	2	4	4	3	2	3	3	5	5	5	5	3	5	4	5	3	2	5	1	4	5	5	3	4	3	5	5	5	5	4	5	5	5	5	4	5	3	3	5	5	5	4	2	4	5	5	5	5	5	2	2	2	2	0	0	0	0	0	0	5	5	0	0	7	7	27
231	21	1	3	4	4	3	5	3	4	4	4	3	4	5	4	5	5	5	4	3	4	4	2	1	3	4	4	5	5	5	5	5	5	5	4	2	5	4	3	3	3	5	5	4	4	4	5	3	1	4	3	5	4	3	4	4	4	3	4	4	5	5	5	5	2	4	5	4	5	3	4	4	5	5	3	5	3	1	5	4	5	5	3	4	1	1	1	1	5	5	5	5	1	1	3	3	3	3	5	5	32
232	21	1	4	4	4	4	5	2	3	4	4	3	5	4	5	5	4	5	4	5	4	4	2	2	5	4	3	5	5	5	5	5	4	5	5	3	5	4	5	2	3	5	4	5	4	4	3	5	3	5	3	4	1	4	4	5	5	4	5	3	4	4	5	5	4	4	5	4	5	4	4	3	3	4	3	4	3	3	4	5	1	5	4	5	1	1	1	1	3	2	3	2	3	6	2	1	0	0	0	0	34.8
233	NA	1	2	3	4	4	5	2	5	4	5	4	3	4	4	5	4	4	4	5	5	4	1	3	4	5	5	5	5	5	4	4	2	4	4	4	4	4	3	1	3	3	5	5	5	2	4	3	2	2	1	3	2	2	5	3	3	2	5	4	4	5	2	5	2	5	3	5	3	2	5	3	5	3	2	3	3	3	4	4	3	4	4	4	1	1	1	1	1	0.5	2	1	3	1.3	3.5	1.5	3	1.3	3.5	1.5	34.2
234	23	1	5	4	4	5	4	4	4	5	5	5	4	5	4	1	4	2	1	4	5	4	4	5	3	4	4	1	4	2	5	5	5	5	4	3	2	4	5	3	3	4	5	5	2	5	4	2	2	4	1	2	5	2	5	4	4	1	5	4	4	5	4	4	2	4	2	5	4	2	4	4	5	4	2	3	3	2	5	5	5	4	4	4	1	1	1	1	2	1.5	4	3	4	4	6	6	7	7	7	7	38.2
235	22	1	4	4	4	3	4	4	5	4	5	5	4	5	4	4	4	5	5	5	4	4	2	3	4	5	4	5	5	5	3	4	4	5	4	4	4	5	3	2	3	4	5	5	4	3	5	1	1	4	1	2	4	1	5	4	3	1	5	5	4	5	3	5	1	5	2	5	4	1	5	2	5	4	1	3	1	1	5	2	5	3	1	4	1	1	1	1	8	14	5	7.5	3	2	4	3	7	7	7	7	36.8
236	21	1	3	4	2	4	5	NA	3	4	5	3	2	3	2	4	4	5	5	5	4	4	4	3	2	4	5	4	4	4	4	4	2	3	4	3	4	4	4	2	4	4	5	4	5	5	5	2	1	5	2	3	4	1	5	5	5	1	5	4	4	4	4	4	2	4	3	5	4	2	5	2	5	5	2	3	2	1	5	4	5	5	4	5	1	1	1	1	6	7	2.5	3	3	3	3	3	5	5	5	5	31.6
237	22	2	5	4	4	4	5	5	4	5	3	3	3	3	4	4	3	5	4	4	4	4	5	4	4	3	4	5	5	5	5	5	5	5	1	3	5	4	5	5	1	5	4	5	5	4	5	2	1	4	1	4	4	1	4	5	5	1	4	4	4	4	4	4	1	4	4	4	4	1	4	4	4	4	3	4	1	1	4	4	4	3	3	3	1	1	1	1	4	5	6	8	3	2	2	2	2	2	2	2	37.6
238	23	1	3	5	5	1	5	4	3	5	3	3	5	2	5	2	5	5	3	5	5	5	4	4	3	1	3	2	5	4	5	5	5	5	5	2	3	5	5	5	2	5	5	5	5	5	5	1	1	5	1	1	5	1	5	5	5	1	5	5	5	3	4	5	1	5	4	5	5	5	5	5	5	4	1	5	5	1	5	5	5	5	1	5	1	1	1	1	3	3	2	1	2	2	1	0.5	2	2	2	1	33.6
239	22	2	3	3	4	4	5	4	4	4	4	2	4	4	5	4	1	5	4	3	5	4	5	2	4	3	4	4	4	4	4	2	3	5	5	3	4	5	4	3	4	5	5	1	5	1	5	4	1	5	1	3	2	2	5	5	5	1	5	5	5	5	4	5	1	4	5	5	5	2	5	5	5	5	4	4	3	2	5	5	4	2	4	5	1	1	1	1	5	6	6	8	1	2	1	2	1	2	2	4	35.4
240	22	2	4	3	2	2	2	5	4	4	4	4	2	4	4	2	2	3	3	2	3	3	4	4	4	4	4	2	4	2	4	3	4	3	2	3	4	3	4	2	4	3	5	4	4	4	5	1	1	1	1	2	3	1	5	4	5	1	5	5	2	5	5	5	1	4	5	5	2	1	4	4	5	3	1	2	1	1	5	4	4	4	1	4	1	1	1	1	12	15	15	25	2	2	3	3	2	1	1	0.5	34.8
241	22	2	5	4	4	2	3	3	5	5	5	4	4	4	4	3	4	2	4	3	3	4	2	3	3	5	4	4	4	4	4	5	4	4	3	4	5	5	3	3	4	4	5	5	3	5	5	3	1	3	2	2	5	1	5	5	5	3	5	4	5	5	5	4	2	5	5	4	5	2	4	4	4	4	5	3	5	2	5	5	5	5	5	4	1	1	1	1	3	4.5	3	4.5	2	4	2	4	NA	NA	NA	NA	38
242	23	2	3	4	3	3	4	3	5	4	5	3	4	5	3	5	3	5	4	4	4	4	2	2	3	3	4	5	4	5	4	4	3	4	4	4	5	4	3	2	4	5	5	5	4	5	5	1	2	5	1	3	5	1	5	5	5	2	5	4	5	5	5	5	1	5	5	5	5	4	2	5	5	5	3	5	3	2	5	5	5	5	4	5	1	1	1	1	5.5	11	3.5	7	5.5	10	6.5	20	1.5	3.5	4.5	10	32.4
