ID.	Age	Sex	p1	p2	p3	p4	p5	p6	p7	p8	p9	p10	p11	p12	p13	p14	p15	p16	p17	p18	p19	p20	p21	p22	p23	p24	p25	p26	p27	p28	p29	p30	p31	p32	p33	p34	p35	p36	p37	p38	p39	p40	h1	h2	h3	h4	h5	h6	h7	h8	h9	h10	h11	h12	h13	h14	h15	h16	h17	h18	h19	h20	h21	h22	h23	h24	h25	h26	h27	h28	h29	h30	h31	h32	h33	h34	h35	h36	h37	h38	h39	h40	h41	h42	eA1	eA2	eA3	eA4	eBafallx	eBafallhrs	eBaspringx	eBaspringhrs	eBbfallx	eBbfallhrs	eBbspringx	eBbspringhrs	eBcfallx	eBcfallhrs	eBcspringx	eBcsrpinghrs	eqF
926	55	2	2	4	3	4	5	5	4	5	3	2	4	3	3	5	5	5	5	4	4	4	4	4	4	2	5	5	5	5	5	5	5	5	4	2	5	4	5	4	5	4	2	2	3	1	3	4	2	2	4	4	1	4	1	2	1	4	1	3	1	1	1	1	4	4	2	2	2	3	4	4	2	4	3	2	3	2	3	4	3	4	3	2	1	1	1	1	3	6	3	5	0	0	0	0	2	2	3	3	39.8
927	41	2	3	4	2	4	2	5	4	5	3	4	4	5	2	5	5	5	4	3	3	4	5	3	3	4	5	5	4	5	4	5	4	3	3	4	5	4	5	5	4	3	2	1	3	4	3	1	5	2	3	4	2	3	1	1	1	3	2	3	2	2	1	3	2	3	3	2	1	1	5	3	1	3	1	2	3	5	1	4	1	2	1	1	2	2	2	2	1	1	1	1	0	0	2	2	1	1	1	1	39.6
928	56	1	3	3	2	4	5	3	2	4	4	4	3	4	3	4	4	3	4	4	3	4	3	3	3	4	5	3	5	3	3	3	4	2	4	3	3	4	3	2	4	4	2	2	4	2	4	1	1	1	2	4	4	4	2	2	2	1	2	4	2	2	2	2	2	3	3	4	2	1	3	4	2	2	3	2	2	1	5	3	5	4	4	3	2	2	2	2	0	0	0	0	3	1	3	3	3	1	3	3	38.2
929	38	2	4	4	3	4	4	4	4	4	3	3	5	4	4	5	3	4	4	4	4	4	4	3	4	3	4	4	4	4	4	4	5	4	3	2	4	4	4	4	5	4	1	2	2	3	3	3	4	3	3	3	4	2	2	2	2	3	2	3	3	2	2	2	3	3	3	2	2	2	3	3	2	2	2	2	3	3	2	3	3	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	5	10	5	10	38
930	25	2	4	4	4	2	3	3	4	4	3	3	4	4	3	4	3	3	4	4	4	5	3	3	3	3	5	5	5	4	4	4	4	3	3	2	4	3	4	3	4	3	2	2	2	1	2	2	5	2	2	3	3	3	2	2	1	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	4	3	2	3	2	2	2	1	1	1	1	2	3	3	4.5	7	3.5	7	3.5	7	3.5	7	3.5	31.8
931	22	2	3	4	3	4	4	4	4	4	5	5	3	4	2	5	4	4	4	4	4	4	3	3	4	4	4	4	4	4	3	3	3	2	4	4	4	4	3	4	4	4	2	2	2	1	3	2	5	2	3	3	3	4	2	2	2	2	2	4	2	2	2	2	2	2	2	2	1	2	2	3	2	2	3	2	2	4	3	2	2	2	2	2	1	1	1	1	1	1	1	1	0	0	1	2	1	1	2	3	35
932	31	1	4	4	4	4	5	4	3	5	4	2	5	3	4	4	4	4	4	4	5	4	4	3	3	2	3	4	4	4	3	5	4	4	5	3	4	5	4	4	3	5	1	1	2	2	3	4	5	1	5	4	2	4	1	1	1	4	1	3	1	1	2	1	4	1	4	1	1	4	1	4	1	1	4	2	4	4	1	2	2	2	2	2	1	1	1	1	3	2	3	3	3	2	3	2	1	0.25	4	1	39.4
933	22	1	4	3	4	4	4	2	5	5	4	4	5	4	4	5	3	5	5	4	4	4	3	3	4	3	5	5	5	5	3	5	4	5	5	3	5	4	3	3	4	5	1	2	1	2	1	2	4	3	4	3	2	4	1	1	1	5	1	2	2	1	2	1	4	2	3	1	3	3	1	4	1	2	2	2	3	4	1	3	1	2	2	1	1	1	1	1	1	2	4	5	4	4	1	2	1	1	1	1	39.8
934	21	1	4	4	3	3	5	3	4	4	2	4	3	4	4	2	3	3	3	3	5	4	3	3	2	4	4	2	4	3	4	4	4	2	5	4	3	4	4	2	2	4	4	2	3	2	5	NA	2	2	1	2	5	4	3	2	2	2	2	5	NA	2	2	2	1	1	2	2	2	1	2	3	2	2	4	2	1	2	5	3	5	3	4	2	2	2	2	1	0	0	0.5	0.5	0	0	0.5	0.5	2	2	5	5	36.8
935	33	2	4	4	3	4	4	4	4	4	3	3	4	4	4	3	3	4	3	4	4	4	3	3	3	3	4	3	4	3	3	5	4	4	4	2	3	4	4	3	3	4	1	2	3	2	2	4	5	2	4	4	3	4	1	2	3	4	2	2	2	1	3	2	4	2	3	1	2	4	1	4	1	1	3	4	4	5	2	3	4	3	4	3	1	1	1	1	3.5	4.5	3.5	4.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	37
936	26	1	4	3	2	2	5	3	4	4	4	2	3	3	2	4	3	4	4	3	4	3	2	3	4	3	4	4	5	5	3	5	5	3	4	3	4	4	5	4	4	5	2	2	2	4	3	2	3	2	2	4	3	3	2	2	2	3	2	4	2	2	2	2	1	2	2	2	2	1	2	3	3	2	2	3	2	3	3	2	2	2	3	2	2	1	1	2	0	0	0	0	0	0	3	0.75	0	0	0	0	36.4
937	43	1	2	5	5	3	5	5	5	5	3	4	5	5	5	5	4	4	5	3	4	5	4	2	4	2	5	5	5	4	2	5	5	5	5	2	5	5	3	5	5	4	1	1	1	1	3	1	5	1	3	2	4	5	1	2	2	3	1	5	2	1	1	1	4	1	2	1	2	1	1	2	3	2	3	4	4	5	3	3	4	4	3	3	1	1	1	1	0	0	0	0	0	0	0	0	3	2	3	3	34.9714285714286
938	42	1	4	4	5	5	5	3	4	5	5	5	5	5	5	5	5	5	5	2	5	5	5	2	4	4	5	5	5	5	2	5	5	5	5	5	5	5	5	5	5	5	1	1	1	1	5	1	5	1	2	3	2	5	1	2	1	5	1	5	1	4	1	1	1	1	1	1	1	1	1	4	1	1	5	1	2	1	2	1	1	1	5	1	2	2	2	2	0	0	0	0	1	1	1	1	1	1	1	1	40.6
939	22	1	3	4	2	3	5	3	4	4	4	3	4	4	3	4	3	4	4	4	4	4	3	3	3	4	4	4	4	4	3	3	3	3	4	3	4	4	3	2	4	4	2	1	2	2	2	3	4	3	4	3	2	3	1	2	2	3	2	2	2	2	3	2	3	1	3	2	2	3	2	3	2	2	3	3	3	4	3	2	2	2	3	3	2	1	1	1	5.5	15	4	5.5	5.5	10	4	6	7	10	7	10	34.4
940	33	2	4	5	4	5	5	2	4	5	3	3	4	3	4	3	3	4	4	5	5	5	1	4	4	3	4	3	4	4	4	4	4	4	5	2	3	5	4	4	3	4	1	1	1	3	2	2	4	2	5	4	3	2	1	1	1	5	1	2	1	1	1	1	4	1	1	1	2	4	1	3	1	1	3	2	4	4	1	2	3	2	2	2	1	1	1	1	5	15	5	15	1	2	2	4	0	0	0	0	35
941	28	1	4	4	4	4	4	4	4	5	3	2	5	3	4	5	2	4	4	4	5	4	4	2	2	2	4	4	4	5	3	5	3	4	5	2	4	5	3	3	3	5	2	1	2	3	2	1	4	2	3	4	3	2	2	1	1	3	2	3	2	2	1	2	2	1	1	2	1	2	2	4	1	1	2	2	2	3	3	3	2	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	3	3	3	3	35
942	24	1	4	5	4	4	5	3	4	4	5	4	4	5	4	4	4	4	4	4	4	4	1	3	4	5	4	4	4	5	3	5	2	4	5	4	4	5	3	3	5	4	1	1	1	1	1	2	5	2	4	2	2	2	1	2	1	3	2	2	2	2	2	2	4	1	1	2	1	3	1	4	1	1	2	2	3	4	2	3	3	2	2	2	1	1	1	1	5	6	6	12	1	1	1	1	0	0	0	0	39
943	45	2	3	4	4	5	2	2	4	4	5	5	3	5	3	2	5	2	4	5	4	5	3	5	4	1	4	2	5	4	5	5	5	4	4	5	4	4	5	3	4	4	5	5	5	5	4	2	1	5	2	2	2	1	5	5	5	4	5	3	5	5	5	4	3	5	5	5	5	3	4	3	4	5	4	4	4	1	4	3	3	5	4	5	1	1	1	1	2	1.5	2	1.5	1	0.5	1	0.5	0	0	0	0	41.4
944	34	2	4	4	3	4	4	3	5	4	4	4	5	5	4	4	4	5	4	3	3	4	4	4	3	5	4	4	5	5	5	5	5	5	4	3	4	4	5	5	4	5	1	2	1	2	1	4	5	1	5	4	2	5	1	2	4	5	1	2	2	1	2	2	4	2	2	1	4	5	1	4	1	2	2	4	4	4	1	4	2	2	2	2	1	1	1	1	3	5	4	7	1	2	2	2	2	1	2	1	36.4
945	58	1	3	4	4	5	5	5	4	5	3	3	5	4	4	5	3	5	5	3	5	5	2	4	3	1	5	5	5	5	4	5	3	4	4	1	4	5	5	3	5	5	2	1	1	3	3	2	3	3	4	3	2	4	2	3	2	3	2	3	3	2	2	2	3	2	3	2	3	3	2	2	3	3	3	3	2	3	3	3	3	3	3	3	1	1	1	1	0	0	0	0	3	3.5	3.5	4	1	1	0	0	36.4
946	52	1	2	4	3	1	5	3	5	4	4	2	1	5	3	3	1	4	1	5	5	5	2	3	3	4	5	5	4	4	5	5	4	4	5	3	5	5	3	3	4	5	1	1	1	4	1	4	3	3	5	3	4	4	2	3	3	5	3	1	3	1	3	2	5	3	3	1	2	5	2	4	3	1	5	3	5	3	1	4	4	4	4	2	1	1	1	1	5	4	5	4	0	0	1	2	1	2	1	3	37.8
947	21	1	2	5	4	4	5	NA	3	4	3	2	4	2	4	1	1	NA	NA	4	4	4	2	NA	1	1	2	1	5	4	NA	5	2	5	5	2	NA	5	NA	NA	2	5	1	1	NA	1	4	NA	5	1	4	2	3	2	1	1	1	4	1	5	1	1	1	1	1	1	1	1	1	4	3	4	1	5	1	2	1	2	1	2	3	2	1	2	2	2	2	1	1	1.5	0	0	2	0.5	2	0.5	0	0	1	0.5	31.2
948	24	1	4	4	4	4	4	2	2	4	2	2	4	4	4	4	2	4	4	4	4	4	4	2	2	2	4	4	4	4	2	4	2	4	4	2	4	4	2	2	4	4	1	1	2	1	4	2	2	2	4	3	4	2	2	2	2	2	2	4	2	2	2	2	2	2	2	2	2	4	2	4	2	2	4	4	2	4	4	2	4	2	2	2	1	1	1	1	2	4	5	2.5	2	2	2	2	5	5	5	5	33.4
949	24	1	2	3	5	3	5	3	5	5	5	4	4	4	5	4	3	3	4	3	4	4	2	4	4	5	5	3	4	2	4	4	1	5	4	4	4	4	4	3	4	4	1	1	1	1	2	1	5	4	3	4	2	3	2	2	1	3	1	3	2	1	1	2	2	3	3	2	2	2	2	2	2	2	2	2	1	4	4	2	4	2	2	1	1	1	1	1	2	4	4	4	2	4	6	6	10	4	10	6	33.6
950	34	2	4	3	3	4	4	4	4	4	4	4	4	4	4	5	3	4	4	3	4	5	2	3	4	3	4	2	4	4	4	4	4	4	4	2	4	4	4	4	3	4	1	3	1	3	1	4	4	3	4	4	2	3	2	4	3	4	2	2	4	2	3	2	4	2	4	4	4	2	2	2	2	4	2	4	2	2	4	4	2	4	4	2	1	1	1	1	3	3	3	3	2	2	2	2	5	5	5	5	35.8
951	21	1	5	5	5	5	5	2	5	5	5	3	5	5	5	4	2	3	4	5	5	5	2	4	3	3	4	5	5	5	5	5	3	5	4	4	5	5	5	4	3	5	1	1	2	1	1	3	5	4	5	4	2	4	1	2	2	5	1	1	3	1	2	2	5	3	3	2	2	5	2	3	2	2	3	3	4	3	2	2	2	3	2	3	1	1	1	1	5	25	15	50	2	4	4	10	2	6	5	18	34.4
952	20	1	3	4	4	4	5	4	4	4	4	2	4	3	3	5	2	5	5	4	4	5	3	2	2	2	5	5	5	5	5	5	3	5	5	2	5	4	5	5	5	5	1	1	1	1	2	5	4	1	5	3	3	2	1	1	1	3	1	3	1	1	1	1	5	1	1	1	1	5	1	3	1	1	2	2	4	5	1	2	4	1	1	1	1	1	1	1	0	0	0	0	5	2.5	5	2.5	2	1	2	1	37.4
953	22	1	2	4	5	5	4	2	5	3	5	5	5	4	5	5	3	3	4	4	4	4	1	3	5	5	4	5	5	5	5	3	3	5	4	4	4	4	4	2	4	5	2	5	3	5	2	2	4	1	4	4	4	4	2	1	1	2	2	3	1	2	1	1	3	1	1	2	1	3	2	4	2	1	4	1	3	3	4	1	4	1	2	5	1	1	1	1	3	3	5	5	5	3	10	5	5	3	10	5	35.6
954	37	1	2	3	5	4	5	4	4	5	4	3	5	5	5	5	4	5	5	3	5	3	4	2	4	4	5	5	5	5	5	5	5	5	5	3	5	5	5	2	4	5	1	1	1	1	1	5	5	1	4	3	3	3	1	1	1	5	1	4	3	1	1	1	3	1	1	1	2	4	1	2	2	1	1	5	2	5	1	5	3	4	4	1	1	2	1	1	2	3	0	0	2	3	0	0	2	2	2	2	39
955	28	1	2	4	5	2	5	4	2	4	4	2	5	5	5	4	4	3	3	4	5	3	3	3	4	4	2	3	5	4	3	5	2	5	5	4	3	5	3	3	2	5	2	1	4	4	4	1	4	3	1	4	5	5	3	2	4	1	1	4	4	4	5	1	2	3	2	2	3	3	3	4	2	2	4	4	1	4	4	5	3	2	4	1	2	2	2	2	0	0	0	0	0	0	1	4	1	0.5	2	0.75	33.2
956	45	1	2	4	3	3	5	3	5	5	5	5	3	3	4	5	5	4	5	5	5	5	2	2	2	5	5	5	5	5	4	3	2	4	5	3	4	5	2	2	5	3	1	1	1	1	1	5	5	2	5	2	1	5	1	1	1	5	1	1	1	1	1	1	5	1	5	1	1	5	1	1	1	2	2	1	4	1	1	1	1	1	2	1	1	1	1	1	7	7	7	7	1	3	1	3	3	4.5	3	4.5	35.2
957	38	1	2	3	3	4	4	3	5	4	5	5	4	5	3	4	4	3	4	4	4	4	4	4	4	5	4	4	5	4	4	5	4	4	4	4	5	4	5	5	4	4	2	1	3	1	2	3	4	1	4	5	1	5	2	1	1	5	2	3	2	1	1	1	4	2	1	1	2	4	2	3	2	3	1	1	4	4	3	1	1	3	1	1	1	1	1	1	3	4	4	5	2	6	3	3	7	7	7	7	36.8
958	52	1	3	4	4	4	5	3	4	5	5	5	4	4	4	3	5	5	4	4	5	4	5	3	4	4	4	3	4	4	3	4	4	4	5	4	4	4	4	4	3	5	1	1	2	1	2	4	4	2	3	1	4	4	1	1	1	4	1	4	1	1	1	1	3	1	1	1	1	2	1	4	2	2	2	2	3	4	2	3	2	2	2	2	1	2	1	1	0	0	0	0	2	1	3	2	2	1	3	1	36.6
959	28	1	2	5	3	4	5	3	4	4	4	4	3	5	4	5	4	5	5	5	4	5	3	4	3	2	5	5	5	5	4	4	4	4	4	4	5	4	5	3	4	5	1	1	1	1	1	4	5	1	4	3	4	2	1	1	1	4	1	1	1	3	1	1	5	3	2	2	1	5	2	1	1	1	4	1	4	5	2	2	1	1	4	1	1	1	1	1	4	5	4	5	1	1	1	1	1	1	1	1	36.8
960	31	1	4	5	5	5	5	4	4	4	4	4	5	4	5	4	5	5	4	4	4	5	4	4	5	4	4	4	5	5	5	5	4	5	4	2	5	4	5	4	4	5	1	2	3	1	2	4	5	4	4	4	2	4	2	1	1	4	2	2	4	2	2	4	4	4	2	1	2	4	4	4	2	4	2	2	4	4	2	2	2	2	2	2	1	1	1	1	2	8	2	2	0	0	1	1	7	4	7	4	37.4
961	52	1	4	4	3	2	5	3	4	4	4	4	5	5	4	2	5	5	3	4	5	4	2	2	2	4	3	3	4	2	4	5	4	5	5	3	4	5	5	3	3	5	1	2	2	2	3	4	2	2	4	2	2	4	2	2	2	4	2	2	2	2	2	3	2	2	3	2	2	3	4	4	3	2	2	4	2	2	2	3	2	3	2	3	1	1	1	1	0	0	0	0	3	2.5	5	5	3	1.5	5	4	37.4
962	31	1	4	4	4	4	4	3	5	4	3	3	4	3	4	4	5	5	5	5	4	5	5	2	3	1	5	4	5	5	4	4	5	5	4	3	5	4	5	4	3	5	1	2	1	4	1	4	4	4	5	4	1	5	1	2	2	5	1	1	2	1	2	2	4	2	2	1	3	5	2	5	2	2	2	4	3	4	1	4	2	2	2	2	1	1	1	1	3	7	5	15	3	3	4.5	4.5	14	9	14	11	38.2
963	21	1	3	4	4	3	4	2	3	5	3	3	4	4	4	4	3	3	4	2	4	4	1	3	3	3	4	4	4	4	3	4	3	4	4	2	4	5	2	3	4	4	2	2	3	2	3	2	4	2	3	4	3	4	2	2	2	3	2	4	2	2	2	2	2	3	2	3	2	3	2	2	2	2	3	2	2	2	4	2	3	2	3	2	2	2	1	1	0	0	0	0	1	0.5	3	1	3	2	4	2	33.2
